,listing_type,property_name,society,price,per_sqft,bedroom,bathroom,configuration,area,area_with_type,area_type,floor_number,facing,age_possession,furnish_details,balcony,additional_rooms,features,description,address,location,nearby_location
469,Individual,"3 BHK Flat in Sector 108, Gurgaon","3 BHK Flat in Sector 108, Gurgaon",₹3.38 Cr,"₹19,398 /sqft",3.0,3.0,3 BHK,1745.0,"1,745 sqft",Super Built-up,6th floor,East,Ready To Move,,2.0,,Garden,A 3 bhk flat is available for sale in gurgaon sector-108 gurgaon. This north-East facing property is a part of 40 acres development . It has more than two bathrooms.The apartment with 2 balconies has park/garden and club view. It is a north-East facing flat. Located on the 6th floor of 18 floors. The expected price of this apartment is rs 1.85 crore () The apartment is situated in a gated socie...,Sobha City,Sobha City,
470,Individual,"3 BHK Flat in Sector 63A, Gurgaon","3 BHK Flat in Sector 63A, Gurgaon",₹6.7 Cr,"₹22,750 /sqft",3.0,3.0,3 BHK,2945.0,"2,945 sqft",Super Built-up,,North,Under Construction,,3.0,,,"This is your chance to a 3 bhk apartment / flat for sale in tarc ishva sector 63a gurgaon . Where luxury comes with affordability. Basic details: You will love this bright and spacious 3 bedroom apartment with 3 bathrooms, modular kitchen, spacious hall and 3 balconies.The balcony offers a great view and is a place to enjoy at any time. This house provides ample natural light and has good venti...",TARC Ishva,TARC Ishva,North Facing Gated Society
471,Individual,"3 BHK Flat in Sector 108, Gurgaon","3 BHK Flat in Sector 108, Gurgaon",₹6 Cr,"₹25,608 /sqft",3.0,5.0,3 BHK,2343.0,"2,343 sqft",Super Built-up,,East,Ready To Move,,2.0,,,"Located in the popular residential address of sector 108 gurgaon, sobha city is one of the most preferred destination for apartments in gurgaon. This 3 bhk flat is your ticket to be a part of this community. This property faces the east direction. The floor plan additionally contains 3 bedroom(s), 5 bathrooms and 2 balconies. All in all, the flat is spread over a super built up area of 2343 sq....",Sobha City,Sobha City,East Facing Top Floor
472,Individual,"3 BHK Flat in Sector 108, Gurgaon","3 BHK Flat in Sector 108, Gurgaon",₹4.93 Cr,"₹32,637 /sqft",3.0,5.0,3 BHK,2343.0,"2,343 sqft",Super Built-up,,North-East,Ready To Move,,2.0,,,"This 3 bhk flat is located in sobha city, which houses some of the most spacious flats in sector 108 gurgaon. The flat is north-East-Facing. The flat occupies a super built up area of 2343 sq.Ft. That consists of 3 bedrooms, 5 bathrooms and 2 balconies. This flat lies on the 10th level of a 24 storey building. As the project is already ready to move, so you can easily move into this 1-5 years o...",Sobha City,Sobha City,North-East Facing Gated Society
473,Individual,"4 BHK Flat in Sector 92, Gurgaon","4 BHK Flat in Sector 92, Gurgaon",₹2 Cr,"₹10,626 /sqft",4.0,3.0,4 BHK,1882.0,"1,882 sqft",Carpet,,East,Ready To Move,,3.0,,,"This beautiful 4 bhk flat in sector 92 gurgaon is situated in sare crescent parc, one of the popular residential society in gurgaon. This residential flat is east-Facing direction. Containing 4 bedroom(s), 3 bathrooms and 3 balconies, this flat is spread over a carpet area of 1882 sq.Ft. This flat lies on the 14th level of a 19 storey building. As the project is already ready to move, so you ca...",Sare Crescent Parc,Sare Crescent Parc,East Facing Close to School
476,Project,"3, 4 BHK Flat in Sector 56, Gurgaon","3, 4 BHK Flat in Sector 56, Gurgaon",₹9.13 Cr,,4.0,,4 BHK,1842.0,"1,842 sqft",,,,,,,,,"Choose your dream home from the wide variety of 3,4 BHK apartments in Sector 56, available for sale in TREVOC Royal Residences. TREVOC Royal Residences is a RERA- registered society and GGM/863/595/2024/90 DATED 02.09.2024 is the RERA registration number. Apartments in this complex are available in price range of Rs. 7.13 - 9.13 Cr. TREVOC Royal Residences has apartments in multiple configurations",,,Nearby : Sanjeevani Public School Sushant University
481,Project,"2, 3, 4 BHK Flat in Sector 61, Gurgaon","2, 3, 4 BHK Flat in Sector 61, Gurgaon",₹4.72 Cr,,4.0,,4 BHK,2550.0,"2,550 sqft",,,,Ready To Move,,,,,"Check out 2,3,4 BHK apartments in Sector 61, now available for sale at Pioneer Park. Pioneer Park apartments are available in multiples sizes, ranging from 1,200 - 2,550 sqft SUPER area. Apartment prices in this housing society vary in the range of Rs. 2.2 - 4.72 Cr. The property options in this society are Ready To Move",,,Nearby : Hong Kong Bazaar W Pratiksha Hospital
484,Project,"2, 3 BHK Flat in Sector 104, Gurgaon","2, 3 BHK Flat in Sector 104, Gurgaon",₹3.68 Cr,,3.0,,3 BHK,2450.0,"2,450 sqft",,,,,,,,,"Puri Emerald Bay society now offers elegantly built 2,3 BHK apartments in Sector 104. Puri Emerald Bay has apartments in multiple configurations, in range of 1,550 - 2,450 sqft. Puri Emerald Bay is a RERA- registered society and 136 OF 2017 DATED 28.08.2017 is the RERA registration number. Apartments in this complex are available in price range of Rs. 2 - 3.68 Cr",,,Nearby : Dwarka Expressway Gurgaon Railway Station
485,Project,"4, 5 BHK Flat in Sector 70, Gurgaon","4, 5 BHK Flat in Sector 70, Gurgaon",₹2.9 Cr,,4.0,,4 BHK,,,,,,,,,,,,,,Nearby : Indus World School Spaze Corporate Park
487,Project,"4, 5 BHK Flat in Sector 70, Gurgaon","4, 5 BHK Flat in Sector 70, Gurgaon",₹12 Cr,,6.0,,6 BHK,,,,,,,,,,,,,,Nearby : Indus World School Spaze Corporate Park
488,Individual,"3 BHK Flat in Sector 37D, Gurgaon","3 BHK Flat in Sector 37D, Gurgaon",₹3.87 Cr,"₹15,674 /sqft",3.0,4.0,3 BHK,2469.0,"2,469 sqft",Super Built-up,,,Under Construction,,,,,"This is your chance to a 3 bhk apartment / flat for sale in signature global de luxe dxp sector 37d gurgaon . Where luxury comes with affordability. Usps: 1) proposed metro station on dwarka expressway (Sector 37) The gurugram metro project includes a spur line connecting to the dwarka expressway. The proposed metro corridor runs from millennium city centre to cyber city, with a 1.85 km spur to...",Signature Global De Luxe DXP,Signature Global De Luxe DXP,
489,Individual,"3 BHK Flat in Sector 53, Gurgaon","3 BHK Flat in Sector 53, Gurgaon",₹9 Cr,"₹33,962 /sqft",3.0,4.0,3 BHK,2650.0,"2,650 sqft",Built-up,,,Ready To Move,,,,"Swimming Pool, Garden","Description: This apartment offers the best views in all of parasvnath exotica. Every room directly overlooks the gardens on either side, while three rooms also overlook a beautiful swimming pool. Each room is flooded with sunlight both in the morning and in the afternoon. This apartment is a five-Minute walk across beautiful gardens from two exclusive malls on either side of the complex, as we...",Parsvnath Exotica,Parsvnath Exotica,
490,Individual,"4 BHK Flat in Sector 65, Gurgaon","4 BHK Flat in Sector 65, Gurgaon",₹9.28 Cr,"₹25,000 /sqft",4.0,5.0,4 BHK,3712.0,"3,712 sqft",Super Built-up,17th floor,,Under Construction,,3.0,,Gym,"This 4 bhk apartment is available for sale in m3m altitude, one of the most prominent projects for flats in sector 65 gurgaon. The flat is west-Facing, golf facing and inner facing. The flat is over 3712 sq.Ft. Carpet area and comes with 4 bedroom(s), 5 bathrooms and more than 3 balconies. The property is located on the 17th floor of a 32 floors tall building. This residential property is still...",M3M Altitude,M3M Altitude,Gated Society Fitness Center/ Gym
491,Individual,"3 BHK Flat in Sector 108, Gurgaon","3 BHK Flat in Sector 108, Gurgaon",₹3.35 Cr,"₹19,579 /sqft",3.0,3.0,3 BHK,1711.0,"1,711 sqft",Super Built-up,,North,Ready To Move,,2.0,,,"Check out this 3 bhk apartment for sale in sobha city, a popular residential project that houses in-Demand flats in sector 108 gurgaon. The flat is facing the north direction. Constructed on a super built up area of 1711 sq.Ft., the flat comprises 3 bedroom(s), 3 bathrooms and 2 balconies. This flat lies on the 11th level of a 18 storey building. Being a ready to move project, you can expect im...",Sobha City,Sobha City,North Facing Newly Constructed
492,Individual,"2 BHK Flat in Sector 102, Gurgaon","2 BHK Flat in Sector 102, Gurgaon",₹1.1 Cr,"₹17,405 /sqft",2.0,2.0,2 BHK,632.0,632 sqft,Super Built-up,1st floor,,Ready To Move,,1.0,,,"This beautiful 2 bhk flat in sector 102 gurgaon is situated in suncity avenue 102, one of the popular residential society in gurgaon. The flat is over 632 sq.Ft. Super built up area and comes with 2 bedroom(s), 2 bathrooms and 1 balcony. The property is located on the 1st floor of a 12 floors tall building. Being a ready to move project, you can expect immediate possession of this 1-5 years old...",Suncity Avenue 102,Suncity Avenue 102,Recently Renovated Gated Society
493,Individual,"3 BHK Flat in Sector 79, Gurgaon","3 BHK Flat in Sector 79, Gurgaon",₹3.49 Cr,"₹16,462 /sqft",3.0,3.0,3 BHK,2120.0,"2,120 sqft",Super Built-up,,,Under Construction,,3.0,,"Parking, Swimming Pool, Club House, Vastu Compliant","The best clear view of the arravallis from 3 balconies, one balcony views the club house and swimming pool, 2 parkings one covered and one open are included, cupboards in the master bedroom included, fully loaded modular kitchen along with all appliances like fridge, dish washer etc, premium flooring and electrical fittings, as this is a premium tower from godrej itself. Vastu compliant entry t...","Godrej aria 101, tower H , suprema","Godrej aria 101, tower H , suprema",
494,Individual,"3 BHK Flat in Sector 65, Gurgaon","3 BHK Flat in Sector 65, Gurgaon",₹3.7 Cr,"₹18,013 /sqft",3.0,3.0,3 BHK,2054.0,"2,054 sqft",Super Built-up,48 floor,,Ready To Move,,3.0,,,"The flat is facing the east direction. Containing 3 bedroom(s), 3 bathrooms and 3 balconies, this flat is spread over a super built up area of 2054 sq.Ft. The residential building has 48 floors in total and the flat for sale is located on the 22nd floor. An added advantage of this 1-5 years old flat is that it is available for immediate possession as the project is already ready to move. The ma...",M3M Heights,M3M Heights,
495,Individual,"3 BHK Flat in Sector 104, Gurgaon","3 BHK Flat in Sector 104, Gurgaon",₹3.9 Cr,"₹15,918 /sqft",3.0,3.0,3 BHK,2450.0,"2,450 sqft",Super Built-up,,,Ready To Move,,,,,"Rera approved Puri emerald bay is an unmatched residential property located in sector 104, gurugram. The project offers plenty of benefits that includes prime location, comfortable and lavish lifestyle, great amenities, healthy surroundings and high return. Each apartment in this project has been built abiding by the international standards of architecture. Care has been taken in constructing t...",Puri Emerald Bay,Puri Emerald Bay,
496,Individual,"3 BHK Flat in Sector 99, Gurgaon","3 BHK Flat in Sector 99, Gurgaon",₹3.7 Cr,"₹13,309 /sqft",3.0,3.0,3 BHK,2780.0,"2,780 sqft",Super Built-up,12 floor,,Ready To Move,,3.0,,,"Looking for a 3 bhk property for sale in gurgaon? Buy this 3 bhk flat in vatika sovereign park that is situated in sector 99 gurgaon. This residential flat is west-Facing direction. The flat is over 2780 sq.Ft. Super built up area and comes with 3 bedroom(s), 3 bathrooms and 3 balconies. The flat has a total of 12 floors and this property is situated on 7th floor. This 5-10 years old property i...",Vatika Sovereign Park,Vatika Sovereign Park,dav within 1.5km Gated Society
497,Individual,"3 BHK Flat in Sector 65, Gurgaon","3 BHK Flat in Sector 65, Gurgaon",₹3.65 Cr,"₹17,770 /sqft",3.0,3.0,3 BHK,2054.0,"2,054 sqft",Super Built-up,,,Ready To Move,,3.0,,,"This is a east-Facing property. The flat occupies a super built up area of 2054 sq.Ft. That consists of 3 bedrooms, 3 bathrooms and 3 balconies. This flat lies on the 24th level of a 48 storey building. As the project is already ready to move, so you can easily move into this 1-5 years old property. The flat comes well built with marble flooring options. The society complex is in the close vici...",M3M Heights,M3M Heights,
498,Individual,"4 BHK Flat in Sector 52, Gurgaon","4 BHK Flat in Sector 52, Gurgaon",₹4.5 Cr,"₹15,000 /sqft",4.0,5.0,4 BHK,3030.0,"3,030 sqft",Super Built-up,6th floor,,Ready To Move,,,,Power Backup,"Located on the 6th floor of a 10-Story mid-Rise at cghs prithvi apartments, sector 52, gurgaon, this semifurnished 4 bhk flat spans 3030 sq.Ft. With 5 bathrooms, east-Facing views, full power backup, and 24/7 water, it ensures comfortable living. Immediate availability in a gated society near metro stations, schools, hospitals, and markets. 3 side open, internal and external part facing with th...",CGHS Prithvi Apartments,CGHS Prithvi Apartments,
499,Individual,"2 BHK Flat in Sector 70A, Gurgaon","2 BHK Flat in Sector 70A, Gurgaon",₹95 Lac,"₹13,959 /sqft",2.0,2.0,2 BHK,680.0,680 sqft,Carpet,,North-East,Ready To Move,,,,,It's ultra luxury full finishing flat for sales,Pyramid Fusion Homes,Pyramid Fusion Homes,North-East Facing Close to Metro Station
500,Individual,"3 BHK Flat in Sector 59, Gurgaon","3 BHK Flat in Sector 59, Gurgaon",₹5.25 Cr,"₹22,875 /sqft",3.0,4.0,3 BHK,2295.0,"2,295 sqft",Super Built-up,25th floor,,Ready To Move,,2.0,,,"This beautiful 3 bhk flat in sector 59 gurgaon is situated in conscient elevate, one of the popular residential society in gurgaon. This residential flat is east-Facing direction. The flat occupies a super built up area of 2295 sq.Ft. That consists of 3 bedrooms, 4 bathrooms and 2 balconies. This flat is situated on the 25th floor of this 34 floors tall residential building. As the project is a...",Conscient Elevate,Conscient Elevate,
501,Individual,"4 BHK Flat in DLF Phase 5, Gurgaon","4 BHK Flat in DLF Phase 5, Gurgaon",₹12.25 Cr,"₹27,222 /sqft",4.0,4.0,4 BHK,4500.0,"4,500 sqft",Carpet,5th floor,East,Ready To Move,,2.0,,,"This residential flat is east-Facing direction. The floor plan additionally contains 4 bedroom(s), 4 bathrooms and 2 balconies. All in all, the flat is spread over a carpet area of 500 sq.Yards. This flat is situated on the 5th floor of this 10 floors tall residential building. This 1-5 years old property is available for immediate possession as the project is ready to move. The well built marb...",DLF The Grove,DLF The Grove,East Facing Gated Society
502,Individual,"5 BHK Flat in Sector 66, Gurgaon","5 BHK Flat in Sector 66, Gurgaon",₹7 Cr,"₹19,073 /sqft",5.0,5.0,5 BHK,3670.0,"3,670 sqft",Carpet,,,Ready To Move,,4.0,,Gym,"Residential apartment This is your chance to a 5 bhk apartment / flat for sale in emaar mgf palm terraces select sector 66 gurgaon . Where luxury comes with affordability. Basic details: You will love this bright and spacious 5 bedroom apartment with 5 bathrooms, modular kitchen, spacious hall and 4 balconies.The balcony offers a great view and is a place to enjoy at any time. This house provid...",Emaar Mgf Palm Terraces Select,Emaar Mgf Palm Terraces Select,Top Floor Fitness Center/ Gym
503,Individual,"2 BHK Flat in Nirvana Country, Gurgaon","2 BHK Flat in Nirvana Country, Gurgaon",₹2.15 Cr,"₹14,429 /sqft",2.0,2.0,2 BHK,1490.0,"1,490 sqft",Super Built-up,,,Ready To Move,,3.0,,,"The flat is over 1490 sq.Ft. Super built up area and comes with 2 bedroom(s), 2 bathrooms and more than 3 balconies. This flat lies on the 8th level of a 19 storey building. As the project is already ready to move, so you can easily move into this 1-5 years old property. This flat is located near close to school, close to hospital, close to market and close to mall. Many of the modern amenities...",Unitech Fresco,Unitech Fresco,
504,Individual,"3 BHK Flat in Sector 86, Gurgaon","3 BHK Flat in Sector 86, Gurgaon",₹2.1 Cr,"₹10,880 /sqft",3.0,3.0,3 BHK,1930.0,"1,930 sqft",Super Built-up,,,Ready To Move,,,,,"This property is 3 bhk+sr in dlf nth sector-86, the property facing is so good as vastu . The overlook view of balcony is sun facing and park facing . The floor will be on middle side as par building height. The property is also near by malls, schools, bank, hospitals, and also near by dwarka expressway & nh-48",DLF New Town Heights 2,DLF New Town Heights 2,Bharat Ram Global School within 1.5km Sliver streak hospital within 500m
510,Project,"3, 4 BHK Flat in Gwal Pahari, Gurgaon","3, 4 BHK Flat in Gwal Pahari, Gurgaon",₹65 L,,3.0,,3 BHK,1530.0,"1,530 sqft",,,,Ready To Move,,,,,"Check out 3,4 BHK apartments in Gwal Pahari, now available for sale at HCS The Leaf . Apartments in this complex are available in price range of Rs. 65 - 90 L. HCS The Leaf apartments are available in multiples sizes, ranging from 1,215 - 1,530 sqft CARPET area. The property options in this society are Ready To Move",,,Nearby : TERI Golf Course Gitanjali International School
511,Project,"3, 4 BHK Flat in Gwal Pahari, Gurgaon","3, 4 BHK Flat in Gwal Pahari, Gurgaon",₹90 L,,4.0,,4 BHK,1530.0,"1,530 sqft",,,,Ready To Move,,,,,"Check out 3,4 BHK apartments in Gwal Pahari, now available for sale at HCS The Leaf . Apartments in this complex are available in price range of Rs. 65 - 90 L. HCS The Leaf apartments are available in multiples sizes, ranging from 1,215 - 1,530 sqft CARPET area. The property options in this society are Ready To Move",,,Nearby : TERI Golf Course Gitanjali International School
512,Project,"2, 3, 4 BHK Flat in Sector 91, Gurgaon","2, 3, 4 BHK Flat in Sector 91, Gurgaon",₹1.4 Cr,,2.0,,2 BHK,5092.0,"5,092 sqft",,,,,,,,,"Choose your dream home from the wide variety of 2,3,4 BHK apartments in Sector 91, available for sale in TARC Maceo. Apartments in TARC Maceo have SUPER area ranging between 1,310 - 5,092 sqft. Prices of apartments in this project, vary between Rs. 1.4 - 4 Cr. The housing society is RERA-registered with 63 OF 2017 DATED 18-8-2017 registration number",,,Nearby : Silver Streak Multi Speciality Hospital Rao Bharat Singh International School
